transcript_id	wt_mrna_YPD1.isoforms.results	wt_mrna_YPD2.isoforms.results	wt_mrna_YPD3.isoforms.results	ncs2d_mrna_YPD1.isoforms.results	ncs2d_mrna_YPD2.isoforms.results	ncs2d_mrna_YPD3.isoforms.results	elp6d_mrna_YPD1.isoforms.results	elp6d_mrna_YPD2.isoforms.results	elp6d_mrna_YPD3.isoforms.results	ncs2d_elp6d_mrna_YPD1.isoforms.results	ncs2d_elp6d_mrna_YPD2.isoforms.results	ncs2d_elp6d_mrna_YPD3.isoforms.results
NM_001182005.1	405.0	390.0	627.0	442.0	466.0	813.0	332.0	879.0	800.0	505.0	531.0	1045.0
NM_001182006.1	105.0	67.0	168.0	107.0	141.0	228.0	67.0	164.0	182.0	205.0	119.0	347.0
NM_001182007.1	521.0	518.0	616.0	721.0	638.0	817.0	458.0	1627.0	1146.0	876.0	1094.0	1466.0
NM_001182008.1	330.0	392.0	528.0	475.0	438.0	742.0	427.0	1228.0	929.0	707.0	881.0	1394.0
NM_001348856.1	25.0	29.0	31.0	31.0	29.0	59.0	31.0	67.0	73.0	51.0	44.0	73.0
NM_001182012.1	33.0	37.0	60.0	36.0	36.0	75.0	43.0	100.0	77.0	54.0	43.0	106.0
NM_001182013.1	540.0	461.0	760.0	501.0	566.0	917.0	462.0	1126.0	1005.0	589.0	492.0	1170.0
NM_001182014.1	438.0	390.0	600.0	481.0	554.0	913.0	356.0	1087.0	929.0	686.0	554.0	1146.0
NM_001182015.1	126.0	135.0	180.0	130.0	171.0	263.0	122.0	291.0	290.0	181.0	222.0	470.0
NM_001182016.1	1654.0	1487.0	2167.0	1848.0	2005.0	2747.0	1285.0	3586.0	3202.0	2353.0	1631.0	4062.0
NM_001182017.1	1496.0	1427.0	1810.0	1644.0	1545.0	2213.0	1179.0	3160.0	2700.0	1446.0	1607.0	2840.0
NM_001182018.1	376.0	393.0	567.0	509.0	442.0	617.0	415.0	1039.0	869.0	677.0	822.0	1492.0
NM_001182019.1	105.0	88.0	169.0	129.0	140.0	180.0	117.0	384.0	251.0	160.0	146.0	316.0
NM_001182020.1	308.0	298.0	434.0	386.0	346.0	452.0	313.0	725.0	624.0	492.0	607.0	999.0
