name	wt_ribo_YPD1_cds_rpf	wt_ribo_YPD2_cds_rpf	wt_ribo_YPD3_cds_rpf	ncs2d_ribo_YPD1_cds_rpf	ncs2d_ribo_YPD2_cds_rpf	ncs2d_ribo_YPD3_cds_rpf	elp6d_ribo_YPD1_cds_rpf	elp6d_ribo_YPD2_cds_rpf	elp6d_ribo_YPD3_cds_rpf	ncs2d_elp6d_ribo_YPD1_cds_rpf	ncs2d_elp6d_ribo_YPD2_cds_rpf	ncs2d_elp6d_ribo_YPD3_cds_rpf
NM_001183285.1	510	684	367	544	489	218	346	319	275	398	352	424
NM_001183286.1	244	336	164	399	326	170	238	178	149	324	295	461
NM_001183287.1	108	163	93	154	168	79	121	113	113	139	146	188
NM_001183288.1	179	217	120	268	170	100	196	140	159	241	189	273
NM_001183290.1	527	728	281	732	523	310	535	399	393	657	556	787
NM_001183292.1	1866	2267	1218	2945	2488	1396	2333	1796	1706	3367	2795	4051
NM_001183293.1	19701	23032	11037	22613	20467	10566	16684	12445	12648	17595	16717	22908
NM_001183294.1	35298	42152	19304	38249	32901	16341	26050	19841	19886	28220	23668	32971
NM_001183295.1	2049	2755	1266	3303	2511	1271	1908	1416	1332	2401	2159	2820
NM_001183296.1	179	237	148	236	200	128	199	157	194	271	219	310
NM_001183297.1	34	52	18	67	52	33	48	32	36	57	44	65
NM_001183298.1	213	250	141	239	213	114	211	142	141	253	214	353
NM_001183299.1	549	689	370	817	671	413	703	540	527	932	789	1175
NM_001183301.1	10	4	3	11	9	9	22	7	10	19	20	29
NM_001183302.1	96	93	54	161	156	80	151	125	89	254	264	337
NM_001183303.1	1222	1515	838	1729	1550	814	1565	1151	1046	1944	1573	2120
NM_001183305.1	1218	1628	786	1543	1204	756	1034	801	840	1455	1151	1836
NM_001183306.1	949	1110	620	1151	1072	587	1130	943	948	1383	1103	1715
NM_001183307.1	52	36	8	40	39	16	45	32	39	140	120	126
NM_001183308.1	144	154	96	196	180	109	199	152	150	234	237	311
NM_001183309.1	179	232	122	289	271	170	222	173	161	289	283	463
NM_001183310.1	141	190	87	220	203	131	210	174	138	252	252	343
NM_001183311.1	237	340	219	345	305	178	286	198	181	288	255	339
NM_001183312.1	1295	1635	869	1574	1365	779	1305	1022	933	1463	1165	1803
NM_001183313.2	520	475	316	733	685	436	1378	1045	1073	1434	1161	1724
NM_001183314.1	2863	3263	1729	3074	2804	1455	2552	1913	1893	2350	2014	2910
NM_001183315.1	544	740	380	701	658	388	469	424	390	638	640	917
NM_001183316.1	2627	3300	1701	3767	3353	1970	3064	2418	2424	4380	3674	5524
NM_001183317.1	305	329	221	440	368	208	387	296	284	435	329	555
NM_001183318.1	171	204	115	262	209	106	232	154	176	247	208	352
NM_001183319.1	1186	1319	707	1514	1344	688	1365	1027	988	1350	1106	1567
NM_001183320.1	235	291	174	378	309	191	321	251	229	380	350	537
NM_001183321.1	334	463	238	448	384	229	416	291	314	547	427	565
NM_001183322.1	172	257	126	256	230	156	179	140	166	216	189	292
NM_001183323.1	245	327	147	360	305	155	268	187	181	322	284	393
NM_001183324.1	165	214	125	219	179	111	169	124	117	223	189	288
NM_001183325.1	1089	1372	642	1755	1455	823	1103	876	822	1851	1545	2300
NM_001183326.1	194	242	138	304	241	127	220	123	127	264	262	323
NM_001183327.1	163	183	99	185	147	98	194	139	139	254	216	357
NM_001183328.1	208	262	141	285	247	138	197	178	176	280	254	400
NM_001183329.2	168	264	142	284	247	128	227	203	178	319	259	396
NM_001183330.1	1024	1410	807	1739	1572	850	1619	1149	1108	2079	1754	2559
NM_001183331.2	2460	2992	1719	3345	3192	1565	2524	1785	1874	3031	2530	3733
NM_001183332.1	262	383	146	469	368	206	329	252	219	472	392	606
NM_001183334.1	365	465	274	480	472	247	381	300	254	419	363	453
NM_001183335.1	684	831	484	745	622	391	594	496	420	712	469	836
NM_001183336.1	235	268	149	240	216	118	224	178	182	338	254	374
NM_001183337.1	42	65	31	54	50	25	63	42	43	72	46	80
NM_001183338.1	5	6	4	3	9	2	5	1	0	32	31	31
NM_001183340.1	179267	199461	112670	207935	179060	108911	152671	116598	119037	173865	156263	217527
NM_001183341.1	365	486	258	483	396	252	436	296	259	475	399	584
NM_001183342.1	659	762	445	703	685	337	595	491	402	604	615	860
NM_001183343.1	380	486	221	442	403	200	290	242	242	361	277	482
NM_001183344.1	1371	1712	1005	1829	1525	786	1469	1182	1078	1456	1362	1891
NM_001183345.1	2	7	2	6	5	1	1	6	4	8	5	7
NM_001183346.1	1562	1955	1002	2118	1872	985	1759	1426	1227	1995	1847	2553
NM_001183347.1	504	574	334	632	546	322	450	353	372	535	454	710
NM_001183348.1	615	771	420	678	653	326	479	354	363	597	508	686
NM_001183349.1	106	139	68	139	113	69	119	98	78	127	128	174
NM_001183350.1	164	252	126	281	256	145	217	156	153	308	225	357
NM_001183351.1	4265	5257	2516	5910	5334	2673	4529	3314	3449	5415	4515	6722
NM_001183352.1	2394	3026	1756	3791	3254	1848	3182	2310	2095	3855	3459	5189
NM_001183354.1	219	270	153	247	220	138	207	160	154	228	190	309
NM_001183355.1	215	331	109	335	292	150	287	218	174	292	273	410
NM_001183356.1	421	541	270	460	409	226	384	300	263	429	315	483
NM_001183357.1	360	497	264	610	556	311	476	375	333	585	494	721
NM_001183358.1	3	1	0	0	2	0	2	0	0	0	0	1
NM_001183359.1	59	87	30	84	75	33	67	75	55	110	105	109
NM_001183361.1	275	400	211	446	394	216	385	282	244	424	393	579
NM_001183362.1	108	141	79	169	148	59	68	57	53	105	63	109
NM_001183363.1	13903	17235	8173	19158	17042	8294	11972	9713	9036	15381	13102	18458
NM_001183364.1	60	116	34	83	82	62	89	69	71	124	108	145
NM_001183365.1	1080	1360	654	1213	1055	559	917	682	699	1085	825	1207
NM_001183366.1	106	114	49	133	103	65	98	78	74	158	121	158
NM_001183367.1	48	72	30	76	59	34	69	47	47	96	78	140
NM_001183368.1	49	43	25	41	42	25	43	42	46	59	55	52
NM_001183369.1	611	696	330	881	733	444	655	524	467	985	897	1137
NM_001183370.1	126	186	98	182	173	101	189	135	108	188	155	238
NM_001183371.1	76	125	83	126	111	62	100	74	75	110	104	161
NM_001183373.1	429	658	348	980	922	509	975	716	629	1646	1416	1934
NM_001183374.1	37824	41048	22631	34899	32871	17598	30598	23683	23462	30082	26358	37859
NM_001183375.1	20329	24449	12340	23523	21119	10323	16477	13010	12609	19339	16837	23596
NM_001183376.1	578	744	394	885	787	422	759	523	482	947	910	1273
NM_001183377.1	4272	5445	2401	6452	4856	2903	4165	3384	3458	6182	5358	7772
NM_001183378.1	720	974	534	963	794	512	830	563	595	844	741	932
NM_001183379.2	296	373	209	513	384	175	365	252	250	440	409	564
NM_001183380.1	868	963	593	861	779	489	831	635	663	707	606	883
NM_001183381.1	42578	48970	23598	48480	43210	21006	34983	27446	26117	37922	33178	45811
NM_001183382.1	124	149	84	151	151	61	136	95	76	131	110	141
NM_001183383.1	955	1228	728	1415	1254	724	1136	894	779	1297	1266	1739
NM_001183384.1	759	998	470	1021	845	480	677	494	524	752	645	936
NM_001183385.1	1	0	0	0	0	1	1	0	0	2	1	3
NM_001183386.1	3	5	5	6	5	1	7	4	1	13	3	10
NM_001183387.1	388	526	309	648	535	303	404	321	345	552	529	680
NM_001183389.1	164	228	128	235	244	116	153	150	123	250	193	314
NM_001183390.1	278	418	269	438	406	211	379	274	256	455	327	447
NM_001183391.1	426	569	296	606	518	306	509	377	392	644	624	864
NM_001183392.2	226	257	161	299	246	145	236	173	164	291	222	360
NM_001183393.1	7172	8322	4659	8669	8269	4263	7168	5525	5659	8253	7337	9879
NM_001183394.1	117	142	87	164	160	76	190	118	126	214	188	246
NM_001183395.2	326	411	276	575	547	273	458	312	332	573	497	645
NM_001183396.2	612	767	420	886	791	484	855	579	598	1032	858	1198
NM_001183397.1	2848	3202	1574	2832	2467	1344	2086	1560	1449	1958	1793	2428
NM_001183398.1	434	548	331	658	547	318	432	338	311	507	429	593
NM_001183399.2	1470	1851	999	2097	1713	952	1452	1053	978	1955	1651	2521
NM_001183400.1	265	283	200	314	274	149	267	199	218	288	238	328
NM_001183401.1	366	381	254	681	562	353	688	549	535	1076	847	1216
NM_001183402.1	322	375	224	460	420	222	407	273	280	449	337	536
NM_001183403.1	552	683	350	808	728	380	655	488	465	826	742	998
NM_001183405.1	1131	1373	1208	2476	2379	1557	3207	2431	2458	5288	4362	5079
NM_001183406.1	390	528	284	723	676	298	873	719	613	720	750	1001
NM_001183407.1	15	31	13	21	21	11	23	22	15	23	25	38
NM_001183408.1	1882	1950	887	4459	4170	1775	2916	2750	2727	8833	6843	11527
NM_001183409.1	5	11	10	17	16	17	30	14	8	54	47	65
NM_001183410.1	41	40	34	43	43	36	46	39	31	70	59	80
NM_001183411.1	2991	2934	1662	4713	3788	2180	3238	2649	2499	3297	3332	4351
NM_001183412.1	120	188	87	161	150	84	154	96	109	164	136	232
NM_001183414.1	0	0	0	1	1	1	0	0	0	4	0	3
NM_001183415.1	0	0	0	0	0	0	0	0	0	1	0	0
NM_001183416.1	0	1	0	0	1	0	2	1	1	4	1	7
NM_001183417.1	35	36	26	50	31	25	34	28	18	37	22	55
NM_001183418.1	2	0	0	0	1	0	2	0	2	0	3	5
NM_001183420.1	1037	1196	581	1429	1209	640	1203	871	932	1529	1192	1823
NM_001183421.1	779	998	633	983	901	548	1001	771	690	942	940	1435
NM_001183422.1	42	58	39	51	41	19	46	36	35	40	57	69
NM_001183423.1	798	969	583	1038	1002	513	608	439	462	784	646	881
NM_001183424.1	90	90	67	103	93	60	101	74	94	124	112	143
NM_001183425.1	501	579	331	555	535	271	325	278	222	451	409	562
NM_001183426.1	4682	5981	3905	9146	7252	4182	6215	5018	4503	9223	8087	11626
NM_001183427.1	897	1163	585	1266	1124	503	886	796	677	1257	1135	1530
NM_001183428.1	12	14	26	16	14	8	19	14	11	24	20	29
NM_001183429.1	58	64	49	43	35	22	23	32	21	16	23	50
NM_001183430.1	121	194	110	187	169	95	203	136	148	217	187	270
NM_001183431.1	34	55	27	51	42	18	37	30	28	55	41	50
NM_001183433.1	1491	1938	1039	2029	1744	916	1686	1243	1099	1975	1694	2513
NM_001183435.1	486	629	381	717	693	313	637	470	427	645	594	827
NM_001183436.1	178	255	128	242	205	107	173	148	146	217	221	245
NM_001183437.1	322	411	229	406	357	209	373	303	231	404	308	520
NM_001183438.1	22	29	17	33	35	20	39	29	27	35	47	45
NM_001183439.1	3718	4476	2596	5653	4794	2598	4014	3202	3079	4860	4451	6023
NM_001183440.1	1647	1956	1186	2360	2139	1187	1724	1320	1219	2365	2238	3099
NM_001183441.1	168	212	110	249	211	117	167	183	141	283	213	295
NM_001183442.1	387	456	288	621	534	344	465	430	328	803	631	915
NM_001183444.1	402	504	273	610	503	282	492	349	339	571	467	720
NM_001183445.1	143	189	110	226	198	118	209	133	121	238	216	319
NM_001183446.1	14056	18981	9082	28253	22309	10934	15111	11743	10689	23222	20013	28469
NM_001183447.1	171	203	100	354	261	138	240	200	169	332	263	478
NM_001183449.1	118	134	78	144	140	83	134	90	86	168	171	193
NM_001183451.1	3	1	2	2	1	2	2	2	1	2	3	4
NM_001183452.1	205	195	120	252	155	108	149	124	119	218	199	243
NM_001183453.1	324	357	181	224	205	132	224	173	161	167	163	213
NM_001183454.1	379	496	225	505	415	211	482	354	297	539	443	621
NM_001183455.1	154	239	130	404	306	160	229	224	174	444	393	480
NM_001183456.1	109	159	115	144	136	86	153	103	86	160	146	179
NM_001183457.1	538	608	344	687	613	339	569	420	367	696	586	829
NM_001183458.1	760	947	518	955	849	431	807	607	607	904	712	1144
NM_001183459.1	141	135	109	135	138	80	145	108	131	132	107	162
NM_001183461.1	1059	1357	620	1290	963	569	827	690	617	1356	1159	1620
NM_001183462.1	607	677	357	798	686	337	549	402	430	741	595	884
NM_001183463.1	68	77	34	54	72	26	57	47	42	62	62	89
NM_001183464.1	745	963	511	859	787	400	716	669	651	883	666	976
NM_001183465.1	3789	4827	2385	6103	4933	2742	4314	3166	2973	5882	5027	7290
NM_001183466.1	296	397	197	423	336	175	217	201	193	346	291	421
NM_001183467.1	1474	1741	999	1943	1632	942	1608	1181	1220	1711	1418	2174
NM_001183468.1	28	20	44	52	31	57	48	50	38	72	46	73
NM_001183470.1	1563	1880	1076	1715	1612	893	1639	1268	1254	1660	1449	2126
NM_001183471.1	691	835	343	1510	1230	544	734	512	465	1364	1117	1491
NM_001183473.1	296	365	137	304	237	144	216	189	152	234	168	249
NM_001183475.1	1034	1277	683	1322	1068	616	1042	734	743	1029	936	1307
NM_001183476.1	513	674	378	972	860	437	522	389	378	858	649	961
NM_001183477.1	351	486	232	423	418	209	353	284	264	396	356	565
NM_001183478.1	118	150	66	233	160	99	188	133	111	268	230	301
NM_001183479.1	55	49	40	61	54	24	42	22	38	52	52	43
NM_001183480.1	1025	1271	765	1653	1437	833	1165	891	878	1571	1388	1979
NM_001183481.1	59	64	26	78	53	38	83	60	65	124	116	144
NM_001183482.1	91154	107876	53991	96373	85510	45132	71207	55557	55462	75339	64499	91721
NM_001183483.1	54	73	32	85	84	28	70	46	37	76	60	96
NM_001183484.1	540	768	288	589	647	233	565	447	490	741	664	854
NM_001183485.1	432	610	277	650	602	338	590	366	387	707	504	833
NM_001183486.1	950	1153	661	1296	1180	582	1196	879	769	1316	1130	1725
NM_001183487.1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001183488.1	730	1007	444	1101	821	467	662	483	502	987	776	1231
NM_001183489.1	344	410	221	434	380	179	362	232	227	386	304	509
NM_001183490.1	217	301	198	277	218	117	285	250	183	297	278	370
NM_001183492.1	124	154	88	156	144	88	117	103	88	229	152	211
NM_001183493.1	685	792	422	1196	909	539	796	610	586	1159	867	1240
NM_001183494.1	246	353	182	245	194	120	155	141	129	180	171	225
NM_001183495.1	384	459	257	508	411	229	311	258	242	455	381	541
NM_001183496.1	125	181	97	194	145	76	90	114	85	127	113	171
NM_001183497.1	466	640	353	676	514	331	361	318	304	542	457	609
NM_001183498.1	251	291	213	462	423	227	399	264	257	490	455	596
NM_001183499.1	72	108	69	136	140	59	138	88	79	164	134	207
NM_001183500.1	384	481	297	412	402	227	385	322	278	486	359	606
NM_001183502.1	189	231	102	206	194	93	130	122	122	204	142	237
NM_001183503.1	5	3	4	6	9	5	6	2	4	9	7	16
NM_001183504.1	1635	1956	1039	1980	1966	1179	2010	1648	1411	2356	2062	2929
NM_001183505.1	2051	3007	1468	2570	2064	1254	1971	1457	1316	2085	1838	2705
NM_001183506.1	599	779	362	821	693	401	788	558	505	825	745	1103
NM_001183508.1	729	858	466	1068	910	463	804	568	559	1102	966	1292
NM_001183509.1	486	607	368	681	641	375	567	435	365	754	563	878
NM_001183510.1	1797	2048	1264	1900	1756	914	1355	1113	1080	1578	1309	1780
NM_001183511.1	346	374	204	401	297	210	367	268	245	268	267	372
NM_001183512.1	337	401	221	510	452	220	412	322	311	523	373	620
NM_001183513.1	233	287	166	377	307	144	276	230	214	344	315	488
NM_001183514.1	1568	1896	1077	2220	1751	884	1373	992	946	1466	1348	1787
NM_001183515.1	39481	46503	19840	48934	43923	19249	35229	25950	26057	38167	33344	47578
NM_001183516.1	109	134	75	128	122	53	100	84	65	129	120	157
NM_001183517.1	1877	2680	1103	3268	2504	1435	2188	1669	1517	2942	2390	3813
NM_001183518.1	2597	3296	1763	3099	2723	1401	2479	1985	1844	2341	2142	3068
NM_001183519.1	4	9	4	8	6	1	5	8	5	11	4	7
NM_001183520.1	724	957	469	1051	957	470	819	645	616	947	799	1105
NM_001183522.1	636	907	495	1042	953	499	869	665	496	1005	815	1196
NM_001183523.1	149	239	119	241	182	90	171	159	130	275	226	312
NM_001183525.1	250	287	126	235	210	96	142	117	122	158	153	213
NM_001183526.3	12	10	6	9	12	7	16	8	7	13	6	17
NM_001183527.1	2355	2810	1464	2671	2455	1175	2463	1920	1977	2562	2115	2919
NM_001183528.3	1696	2117	1193	2664	2340	1230	2066	1610	1472	2742	2363	3447
NM_001183529.1	291	421	189	401	337	209	336	241	244	329	302	411
NM_001183530.3	137	213	118	278	195	129	265	168	174	356	289	390
NM_001183531.1	577	699	381	751	675	358	597	455	448	822	616	1003
NM_001183532.3	420	561	243	633	436	262	374	265	287	541	420	611
NM_001183533.1	89	88	47	73	74	32	61	54	48	86	65	89
NM_001183534.3	290	378	207	509	433	191	395	309	281	511	438	580
NM_001183535.1	2481	2898	1723	3277	2722	1551	3063	2017	2123	2933	2572	3775
NM_001183536.3	2650	3235	1607	4981	3772	2138	3347	2492	2334	4633	3939	5439
NM_001183537.1	242	363	183	293	242	160	286	222	189	300	292	385
NM_001183538.3	611	725	455	696	623	365	555	423	391	637	517	666
NM_001183539.1	63	32	17	78	51	25	37	28	30	112	121	119
NM_001183541.3	4655	5889	2899	6875	5965	2984	4547	3444	3378	5538	4998	6777
NM_001183542.1	1054	1371	644	1345	1071	572	768	604	618	951	824	1141
NM_001183543.3	1627	2198	1058	2305	1854	1012	1788	1362	1203	1928	1619	2382
NM_001183544.1	256	292	168	381	309	204	288	241	231	391	400	561
NM_001183545.3	238	289	200	348	342	145	346	253	256	472	413	590
NM_001183546.1	437	583	252	572	454	273	378	292	292	530	462	599
NM_001183547.3	1902	2274	971	2557	2487	1030	1798	1381	1301	2459	2104	2878
NM_001183548.1	104	123	83	140	102	83	139	93	96	153	150	210
NM_001183549.4	146	176	99	223	214	95	274	183	192	288	229	380
NM_001183550.1	305	360	244	457	387	268	326	257	233	502	456	651
NM_001183551.3	644	805	399	920	711	432	557	435	427	777	612	948
NM_001183552.1	155884	178995	86557	161864	142081	76762	124597	94201	100485	119539	102029	153008
NM_001183553.3	3	2	3	5	5	2	2	3	4	6	11	11
NM_001183555.1	3517	4286	2713	5411	4923	2400	4972	3928	3673	6038	5385	7631
NM_001183556.3	36	28	16	40	37	24	39	26	25	45	44	65
NM_001183557.1	428	566	274	557	498	272	403	307	339	547	491	748
NM_001183559.4	326	390	218	460	359	195	359	301	322	564	381	568
NM_001183560.1	908	1291	552	1422	1154	666	1128	835	792	1393	1237	1840
NM_001183561.3	2003	2785	1401	3162	2910	1574	2677	2030	1912	3939	3367	4693
NM_001183562.1	248	326	202	345	344	179	278	242	215	327	344	438
NM_001183563.3	225	283	175	311	242	157	229	155	150	247	223	319
NM_001183564.1	1935	2366	1165	2413	2055	1052	1622	1251	1320	2047	1809	2513
NM_001183566.3	170	244	143	260	278	151	256	179	161	277	230	370
NM_001183567.1	102	130	64	133	115	60	73	77	79	125	135	140
NM_001183568.4	161	189	124	241	215	113	233	148	112	269	244	290
NM_001183569.1	372	406	218	411	419	233	366	229	214	450	364	453
NM_001183570.3	3941	4594	2764	5609	4803	2581	4895	3450	3331	5355	4482	7440
NM_001183571.1	73	104	54	114	113	58	120	101	81	158	176	226
NM_001183572.3	15754	15921	14223	25985	18862	18278	20480	13979	12518	17988	16767	26090
NM_001183573.1	171	225	99	275	201	117	195	157	135	222	221	329
NM_001183574.3	287	364	232	490	440	265	451	335	314	678	548	849
NM_001183575.1	243	291	151	293	291	142	250	168	193	299	264	362
NM_001183576.3	2335	3073	1538	4233	3641	1980	3203	2504	2263	4623	4041	5454
NM_001183577.1	449	593	302	505	452	260	385	251	254	425	347	480
NM_001183578.3	281	345	170	395	365	196	256	216	202	366	326	443
NM_001183579.1	689	883	434	1068	836	414	801	582	549	974	835	1273
NM_001183580.3	300	446	213	649	535	323	527	437	355	768	763	1023
NM_001183581.3	275	381	201	255	269	95	257	148	174	318	203	277
NM_001183582.1	510	718	346	471	394	164	449	332	258	393	316	442
NM_001183583.3	1437	1848	1049	1898	1646	797	1582	1189	1085	1684	1477	2076
NM_001183584.1	1795	2379	1177	2576	2110	1117	1995	1503	1322	2278	2094	2949
NM_001183585.3	144	197	103	149	158	71	158	121	114	149	134	185
NM_001183586.1	9257	11212	5418	11255	9844	4761	8005	6171	5686	8800	8162	10907
NM_001183587.3	10445	12431	6403	17795	15046	8126	12604	9379	8875	16984	14841	20812
NM_001183590.1	940	1138	603	1369	1222	624	1112	913	795	1509	1277	1945
NM_001183591.3	97	150	88	165	117	71	119	76	92	139	144	198
NM_001183592.1	28	24	24	51	36	28	50	36	31	147	131	139
NM_001183593.3	176	239	111	272	219	135	152	119	120	217	204	330
NM_001183594.1	1445	1910	1009	1759	1498	842	1542	1145	970	1448	1382	2043
NM_001183595.3	1128	1480	858	1836	1696	913	1804	1359	1391	2468	1968	3171
NM_001183596.1	20	25	10	17	23	18	27	15	15	28	47	54
NM_001183597.3	3	4	3	11	7	6	3	4	5	21	17	16
NM_001183598.1	177	226	122	175	161	94	146	108	117	189	176	189
NM_001183599.3	4	11	5	8	7	1	4	7	7	15	6	13
NM_001183600.1	705	920	362	1175	812	509	738	688	564	1231	967	1610
NM_001183601.3	14137	17055	8068	15751	14260	6605	11680	9136	8371	12778	11275	15151
NM_001183602.1	4	9	4	9	5	3	23	5	5	22	13	23
NM_001183603.3	4920	6390	2738	6173	5277	2408	4778	3433	3412	4432	3818	5291
NM_001183604.1	423	545	345	525	515	270	494	366	328	575	583	693
NM_001183605.3	0	2	1	0	1	1	2	1	0	1	3	4
NM_001183606.1	3096	3776	2046	4571	3963	2192	3379	2705	2530	4394	3755	5393
NM_001183607.3	738	958	538	969	877	437	653	510	531	815	653	978
NM_001183608.1	276	360	195	319	235	135	175	113	104	161	130	192
NM_001183609.3	7	7	8	8	13	6	5	7	4	18	12	18
NM_001183610.1	487	702	266	748	553	344	505	371	399	656	545	852
NM_001183611.3	34	46	21	28	29	16	27	26	20	29	29	53
NM_001183612.3	61	79	31	83	52	25	64	47	44	55	76	95
NM_001183613.1	584	797	409	807	591	380	480	366	368	528	454	590
NM_001183614.3	665	1004	417	1111	755	429	615	450	481	907	710	1205
NM_001183615.1	465	615	370	738	690	323	591	489	440	834	729	1021
NM_001183616.3	2830	3088	1777	4019	3465	1917	2918	2415	2318	3943	3180	4778
NM_001183617.1	8921	11329	5544	9091	7370	3762	5949	4401	4475	6355	5448	7646
NM_001183620.3	269	333	180	358	301	161	328	272	247	404	379	452
NM_001183621.1	930	1070	480	1449	1316	658	1215	956	943	1735	1402	1891
NM_001183623.3	17422	20673	10934	21422	19762	10375	15547	12412	12847	18701	15809	22908
NM_001183624.1	110	137	71	131	115	84	140	124	94	161	118	175
NM_001183625.3	2730	3405	1827	2801	2445	1259	2023	1561	1562	2453	2126	2924
NM_001183626.1	1866	2202	1445	2388	1978	1154	2240	1598	1523	2480	2077	3178
