name	wt_ribo_YPD1_cds_rpf	wt_ribo_YPD2_cds_rpf	wt_ribo_YPD3_cds_rpf	ncs2d_ribo_YPD1_cds_rpf	ncs2d_ribo_YPD2_cds_rpf	ncs2d_ribo_YPD3_cds_rpf	elp6d_ribo_YPD1_cds_rpf	elp6d_ribo_YPD2_cds_rpf	elp6d_ribo_YPD3_cds_rpf	ncs2d_elp6d_ribo_YPD1_cds_rpf	ncs2d_elp6d_ribo_YPD2_cds_rpf	ncs2d_elp6d_ribo_YPD3_cds_rpf
NM_001178567.3	50	92	36	63	46	27	63	31	55	60	51	77
NM_001178568.3	446	595	319	524	431	277	439	350	352	515	448	623
NM_001178569.1	5713	6833	3830	6201	5570	3369	5065	3947	4116	5583	4934	6962
NM_001178570.3	1427	1772	962	1693	1566	914	1333	1094	1025	1258	1040	1401
NM_001178571.3	60	88	49	109	100	44	71	60	36	105	78	108
NM_001178573.1	228	284	133	305	249	121	282	167	158	334	222	409
NM_001178575.1	431	492	286	513	436	236	416	297	269	492	403	608
NM_001178576.3	93	103	63	150	126	59	94	81	70	134	120	144
NM_001178577.3	1338	1691	900	1848	1651	922	1503	1131	1084	1617	1564	2187
NM_001178578.1	560	675	374	786	754	434	765	619	574	1134	1044	1397
NM_001178579.3	196	236	115	380	295	165	239	178	146	420	381	508
NM_001178581.3	333	430	227	364	291	173	257	225	229	313	264	370
NM_001178582.1	2101	2536	1399	2782	2414	1329	1978	1625	1444	2427	2004	3091
NM_001178583.3	445	497	291	551	444	226	402	381	286	415	359	512
NM_001178584.3	552	688	338	793	684	325	610	423	412	703	608	924
NM_001178585.1	172	247	132	282	232	120	175	140	143	205	219	325
NM_001178586.1	605	685	386	651	598	322	552	495	473	796	618	919
NM_001178587.3	136	122	87	131	118	62	98	74	59	118	107	132
NM_001178588.3	17	20	19	18	17	5	22	27	14	34	20	34
NM_001178589.1	154	210	125	255	235	154	295	190	170	350	328	503
NM_001178590.1	407	520	253	504	494	222	368	292	260	408	354	498
NM_001178591.3	636	786	428	865	691	410	691	593	442	807	765	1072
NM_001178592.3	1217	1582	726	1534	1345	595	1065	770	717	1136	977	1382
NM_001178593.1	2344	3019	1488	3501	2958	1654	2247	1750	1525	2877	2584	3529
NM_001178594.1	371	442	290	595	516	312	466	366	349	637	582	751
NM_001178595.3	1456	1748	968	1836	1719	997	1621	1200	1188	1828	1582	2312
NM_001178596.3	1588	1838	1013	2133	1840	964	1874	1373	1374	2355	2172	2924
NM_001178597.1	7432	7865	4099	7655	6679	3659	7280	5829	6137	7870	6601	9777
NM_001178598.1	8	15	7	12	7	7	9	5	11	17	12	18
NM_001178599.3	417	444	281	512	495	266	371	336	262	580	451	693
NM_001178600.3	1127	1326	692	1204	988	592	991	741	745	1083	933	1409
NM_001178601.1	130	142	102	171	144	72	118	90	89	121	130	151
NM_001178602.1	241	344	169	477	441	241	383	286	266	518	502	570
NM_001178603.3	127	160	105	252	186	123	131	118	109	240	185	301
NM_001178604.1	522	688	370	1035	959	471	1133	764	712	1313	1208	1495
NM_001178605.1	189	254	123	287	208	108	159	133	129	210	158	232
NM_001178606.3	85	100	58	130	126	59	96	64	70	116	88	171
NM_001178607.3	79	77	46	94	85	52	78	56	67	90	78	124
NM_001178608.1	409	508	250	620	475	331	506	376	385	597	560	875
NM_001178609.1	784	957	540	784	753	438	588	477	487	658	565	802
NM_001178610.3	154	162	105	172	185	116	202	155	152	259	288	334
NM_001178611.3	4917	5643	3007	5566	5044	3014	4417	3585	3451	5148	4333	6349
NM_001178612.1	185	302	154	340	302	164	189	120	134	238	204	314
NM_001178613.2	534	701	394	829	783	390	656	507	512	869	740	1083
NM_001178615.4	973	1159	644	1351	1210	644	849	680	638	941	887	1180
NM_001178616.3	330	398	183	500	413	280	378	283	249	482	481	569
NM_001178617.1	388	490	219	538	483	281	380	299	291	679	534	717
NM_001178618.2	20	27	11	21	30	19	22	21	16	22	26	40
NM_001178619.3	413	404	231	553	483	237	450	303	310	578	521	699
NM_001178620.3	351	474	247	508	450	213	319	226	207	361	304	393
NM_001178621.1	741	833	422	826	738	401	584	418	422	623	583	796
NM_001178622.1	222	263	124	302	254	156	282	198	163	264	264	366
NM_001178623.4	502	746	370	687	597	304	501	393	336	617	485	767
NM_001178624.3	154	198	115	213	184	101	162	135	106	191	154	186
NM_001178626.1	117	187	87	264	222	103	211	139	129	238	211	285
NM_001178627.1	785	1022	500	1212	987	570	796	670	569	1138	988	1396
NM_001178628.3	128	180	112	251	190	125	208	200	157	322	273	438
NM_001178629.3	777	1007	560	1059	885	466	839	607	585	957	831	1178
NM_001178630.1	327	372	198	494	361	220	264	204	199	395	342	439
NM_001178631.1	4816	6069	3275	7109	6264	3327	5857	4458	3898	6427	5929	8912
NM_001178632.3	27	25	9	55	26	25	34	30	16	39	34	52
NM_001178633.4	12	8	7	13	6	6	7	7	3	11	20	19
NM_001178634.1	10983	13707	6888	15896	13799	7367	11429	8960	8528	15973	13755	20787
NM_001178635.1	668	841	411	735	647	323	600	493	385	634	585	857
NM_001178636.4	625	754	452	1007	897	477	932	623	586	1075	983	1380
NM_001178637.4	528	694	364	744	587	350	458	395	352	643	549	866
NM_001178638.1	400	541	290	680	577	297	425	365	328	708	597	866
NM_001178639.1	232	231	128	356	283	152	420	331	277	513	396	595
NM_001178641.3	71	81	47	122	109	54	121	67	62	127	132	167
NM_001178642.3	1	4	2	7	8	1	5	1	5	10	4	8
NM_001178643.2	111	100	77	209	137	86	117	90	87	180	160	197
NM_001178644.1	190	223	95	98	79	18	92	71	49	30	21	24
NM_001178645.3	56	117	55	103	89	59	100	81	65	200	144	192
NM_001178646.1	1	0	1	0	0	0	1	0	1	3	1	2
NM_001178647.3	19	39	15	19	19	7	17	14	23	33	25	40
NM_001178649.3	1	4	3	1	3	3	3	4	1	7	5	5
NM_001178650.1	302	335	180	411	322	190	303	290	204	423	442	608
NM_001178651.1	923	1197	678	1490	1154	656	1118	921	802	1386	1246	1794
NM_001178652.2	119	173	97	129	121	67	133	94	83	102	103	145
NM_001178653.1	56	53	48	99	94	63	100	67	60	125	103	140
NM_001178654.1	126	156	89	158	158	100	167	107	108	183	176	296
NM_001178657.1	273	346	197	392	330	209	299	251	273	449	321	489
NM_001178658.1	4046	4778	2659	5572	5276	3179	5631	4464	4587	7187	5914	8610
NM_001178659.1	282	320	193	350	309	201	259	234	229	354	292	365
NM_001178660.1	1782	2113	1314	2884	2630	1379	2070	1605	1519	2814	2504	3471
NM_001178662.1	902	1255	549	1345	1068	639	1114	855	745	1304	1147	1826
NM_001178663.1	191	186	112	214	214	119	210	141	152	293	267	368
NM_001178664.1	2145	2591	1337	3063	2860	1483	2358	1891	1858	3255	2781	3773
NM_001178665.1	0	0	0	1	0	0	0	0	0	0	0	0
NM_001178666.2	95	104	58	52	39	25	40	26	29	22	13	23
NM_001178667.1	79	91	44	42	32	22	27	20	17	15	10	16
NM_001178670.1	293	399	199	379	291	181	257	186	200	320	261	452
NM_001178671.1	498	581	310	673	546	308	710	565	519	717	666	879
NM_001178672.1	137	198	102	273	239	135	97	107	126	128	116	179
NM_001178673.1	3144	3728	1914	3868	3333	1770	2083	1740	1658	3130	2408	3801
NM_001178674.1	348	459	232	351	342	187	261	202	224	321	269	425
NM_001178675.1	5637	6179	2617	7258	5967	2587	5950	4538	3894	4959	4025	6182
NM_001178676.1	887	1020	538	1171	1027	576	930	682	647	1142	975	1305
NM_001178677.1	163	223	109	174	164	82	147	123	130	221	151	203
NM_001178678.1	361	509	295	634	565	379	457	345	342	678	597	809
NM_001178679.1	693	905	487	1264	1064	633	716	564	553	1160	1001	1422
NM_001178680.1	1055	1282	731	1703	1491	725	1172	878	787	1499	1250	1592
NM_001178681.1	177	230	125	318	303	197	297	223	212	363	323	436
NM_001178682.1	7715	9114	4797	8287	7572	4340	6043	5167	4931	8350	6632	9763
NM_001178683.1	247	324	145	357	312	162	336	237	189	406	354	486
NM_001178684.1	238	283	169	327	284	161	298	230	196	410	341	508
NM_001178685.1	1974	2619	1377	3845	3298	2029	3001	2510	2187	6045	5599	8152
NM_001178687.1	498	546	235	841	838	263	563	517	420	947	866	1212
NM_001178688.1	18240	22121	10572	28037	25780	13061	18826	14729	14473	24681	22149	32909
NM_001178689.1	495	502	278	612	575	321	442	352	320	674	615	907
NM_001178690.1	3247	4353	2175	4752	4503	2260	3770	2912	2589	4415	3954	5676
NM_001178692.1	221	300	184	320	302	168	351	216	231	269	235	364
NM_001178693.1	2	6	0	6	7	7	6	1	3	9	14	13
NM_001178694.1	140	191	116	259	237	107	304	200	224	502	401	603
NM_001178695.1	4713	5954	2978	6366	5738	3018	4968	3843	3530	6342	5250	7870
NM_001178696.1	227	311	138	398	292	185	249	201	205	331	279	417
NM_001178697.1	256	345	187	370	336	198	313	279	230	341	332	517
NM_001178698.1	2392	3188	1631	4029	3285	1763	2455	1763	1709	3245	3048	4167
NM_001178699.1	371	491	261	741	679	400	426	351	336	692	596	838
NM_001178700.1	38	53	32	45	48	23	36	33	24	56	50	65
NM_001178701.1	2260	2820	1489	4375	3705	1988	3470	2498	2528	4705	4159	6068
NM_001178702.1	0	0	1	1	0	0	0	0	0	3	1	3
NM_001178703.1	1853	2218	1111	1838	1563	768	1234	928	870	1158	1008	1370
NM_001178704.1	426	679	278	628	449	258	374	258	266	439	378	643
NM_001178705.1	262	293	175	328	307	177	338	275	233	409	350	518
NM_001178706.1	6153	7435	4250	7356	6334	3370	4523	3430	3038	5963	5279	7294
NM_001178707.1	0	5	1	5	1	0	2	1	1	3	0	1
NM_001178708.1	121	155	90	121	129	92	122	97	82	144	120	168
NM_001178709.1	16	28	31	39	36	17	37	32	27	39	47	51
NM_001178710.1	3	3	2	2	4	3	5	2	1	7	12	6
NM_001178711.1	6	15	6	37	15	22	23	19	18	54	38	58
NM_001178713.1	10	12	5	19	14	10	11	12	8	38	32	42
NM_001178715.1	1292	1682	858	1869	1582	814	1534	1083	1074	1813	1516	2199
NM_001178716.1	209	276	168	286	283	158	229	200	160	324	279	406
NM_001178717.1	2408	2850	1565	3576	3087	1662	2836	2250	2133	4273	3663	5192
NM_001178718.1	1095	1409	700	966	914	449	728	553	525	625	584	696
NM_001178720.1	35	30	19	44	40	23	34	21	16	40	43	54
NM_001178721.1	589	711	370	754	630	410	612	466	458	698	543	866
NM_001178722.1	1297	1594	808	1653	1417	687	1134	908	884	1333	1159	1560
NM_001178723.1	10	8	6	6	5	6	12	6	4	11	17	28
NM_001178724.1	1820	2191	1211	2388	2055	1011	1894	1494	1190	1740	1651	2527
NM_001178725.1	167512	189542	108855	162112	142615	81173	121141	89575	95204	109987	100520	144913
NM_001178727.1	0	5	1	4	5	2	6	1	1	6	3	9
NM_001178728.1	112	144	95	161	115	83	117	80	93	138	114	180
NM_001178729.1	720	960	543	786	663	345	512	432	413	559	482	713
NM_001178730.1	1790	2218	1353	2369	1855	1123	2038	1608	1420	2231	2043	2917
NM_001178731.1	175	199	113	140	123	63	108	61	64	65	60	68
NM_001178732.1	106	131	84	183	156	80	122	104	98	183	152	169
NM_001178733.1	9	8	6	16	10	7	10	14	8	17	25	24
NM_001178734.1	200	273	181	298	270	161	252	171	207	308	300	379
NM_001178735.1	39	59	25	138	132	54	137	106	50	158	159	196
NM_001178737.1	253	265	163	317	258	149	338	244	224	348	302	504
NM_001178738.1	85	124	75	103	93	50	94	85	75	110	74	127
NM_001178739.1	3111	4426	2247	4538	4010	1822	3320	2484	2191	3086	2650	3551
NM_001178741.1	435	647	290	734	625	357	618	477	397	900	869	1040
NM_001178742.1	139	161	98	216	185	107	175	123	144	250	187	264
NM_001178743.1	357	492	274	589	485	314	420	322	287	501	410	747
NM_001178744.1	908	1254	619	1332	1084	574	847	803	651	1153	923	1413
NM_001178745.1	34460	38806	18546	34981	31098	15742	26184	20156	20941	29040	25074	34773
NM_001178746.1	165	209	130	242	215	107	227	148	139	211	173	313
NM_001178747.1	605	794	371	911	688	379	520	456	398	760	568	921
NM_001178748.1	3385	4296	2233	3823	3259	1696	3255	2632	2358	3539	3104	4691
NM_001178749.1	750	944	487	1090	884	514	751	596	525	861	766	1026
NM_001178750.1	682	890	488	1205	1153	575	909	695	579	1441	1270	1719
NM_001178751.1	580	735	368	807	738	465	712	538	566	907	780	1089
NM_001178752.1	48	73	68	94	98	47	86	67	53	103	102	114
NM_001178753.1	121	155	90	121	129	92	122	97	82	144	120	168
NM_001178754.1	0	5	1	5	1	0	2	1	1	3	0	1
NM_001178756.1	847	1061	604	1385	1168	652	878	681	602	1246	1153	1663
NM_001178757.1	591	742	428	863	715	398	603	427	409	661	635	827
NM_001178758.1	416	591	349	671	611	337	537	411	384	613	589	836
NM_001178759.1	2	3	1	0	2	1	5	0	3	2	2	4
NM_001178760.1	402	556	287	522	458	278	379	309	351	520	436	594
NM_001178761.1	519	673	352	874	767	433	532	405	431	731	722	874
NM_001178762.1	840	961	519	1175	981	593	905	770	736	1262	1121	1583
NM_001178764.1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001178765.1	1077	1283	680	1225	1097	655	739	637	682	1001	817	1202
NM_001178766.1	944	1080	585	1274	1034	654	796	683	633	1167	891	1346
NM_001178767.1	10672	12748	6665	13970	12774	7026	12069	9095	9107	14762	12616	18664
NM_001178768.1	283	423	261	473	440	245	388	290	240	469	405	600
NM_001178769.1	1769	2281	1417	2552	2264	1313	2395	1728	1869	3033	2574	3489
NM_001178770.1	382	395	221	437	413	250	391	269	322	475	414	502
NM_001178771.1	195	249	127	406	347	219	352	252	247	481	372	554
NM_001178772.1	739	881	556	1151	876	657	909	710	696	998	907	1346
NM_001178774.1	100	127	72	161	113	77	109	79	109	151	161	219
NM_001178776.1	748	971	458	910	824	395	634	533	561	817	726	1132
NM_001178777.1	112	135	73	163	142	74	90	103	73	167	130	190
NM_001178778.1	1274	1625	786	2250	1688	1014	1714	1238	1170	2221	1772	2945
NM_001178779.1	191	208	152	201	185	118	162	154	130	221	173	262
NM_001178780.1	819	977	541	991	957	611	901	698	611	1111	1003	1355
NM_001178781.1	228	294	162	371	321	182	268	227	183	311	269	354
NM_001178782.1	1175	1410	756	1651	1414	794	1332	958	960	1429	1225	1817
NM_001178783.1	62	90	41	104	85	66	91	65	59	116	100	184
NM_001178784.1	109	204	109	217	208	110	223	170	138	219	227	324
NM_001178785.1	210	280	142	282	261	149	193	137	160	232	240	315
NM_001178786.2	2769	3438	1624	3270	2628	1546	2137	1655	1729	2669	2209	3349
NM_001178787.1	314	449	249	427	382	187	379	260	264	424	388	563
NM_001178788.1	550	674	341	992	831	445	740	568	560	962	742	997
NM_001178789.1	291	363	237	422	406	248	388	309	315	510	471	682
NM_001178790.1	2064	2629	1353	2526	2127	1330	1811	1794	1609	2585	1963	3141
NM_001178792.1	186	215	116	300	242	141	212	194	176	387	302	428
NM_001178794.1	6516	8079	3239	8344	6565	3312	5530	4340	4117	7088	6056	9100
NM_001178795.1	80	113	49	302	253	173	51	54	69	176	122	187
NM_001178796.1	491	584	317	584	493	255	511	387	351	565	483	692
NM_001178797.2	62	92	32	120	87	38	95	60	52	100	85	145
NM_001178798.1	368	469	271	530	473	237	452	301	307	474	371	551
NM_001178799.1	3681	4918	2560	5470	4380	2604	4156	3091	2901	5060	4170	6630
NM_001178800.1	559	714	369	722	676	357	649	443	408	744	623	912
NM_001178801.1	165	240	140	286	233	111	261	159	162	274	240	345
NM_001178802.1	26	29	15	33	28	21	27	23	11	36	29	46
NM_001178804.1	279	359	206	435	379	189	301	232	209	393	313	490
NM_001178805.1	16	20	8	21	22	10	26	25	14	34	46	30
NM_001178806.1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001178807.1	0	0	0	0	0	0	0	0	0	2	1	1
NM_001178808.1	15	26	10	37	41	13	34	29	21	47	34	51
NM_001178809.1	74	85	63	110	126	60	128	84	92	231	193	231
NM_001178811.1	2	0	0	0	0	1	4	0	0	0	0	0
NM_001178812.1	27	33	11	48	30	27	28	25	21	60	36	57
NM_001178813.1	94	135	82	160	132	86	129	103	95	181	145	204
NM_001178814.1	4	0	1	7	4	3	4	4	5	19	22	19
NM_001178815.1	650	828	387	1119	1109	542	764	576	600	1168	1053	1503
NM_001178816.1	1877	2390	1379	2520	2118	1270	1911	1587	1288	2151	1967	2789
NM_001178817.3	3392	4500	2296	4874	4505	2169	3528	2837	2479	4403	3724	5279
NM_001178818.1	591	737	416	638	444	229	318	273	263	398	339	511
NM_001178819.1	126	201	89	147	140	77	148	116	95	176	136	214
NM_001178820.3	47	75	36	78	66	24	62	51	34	72	72	74
NM_001178821.1	193	221	97	237	170	108	212	150	155	225	193	260
NM_001178822.1	1185	1389	705	1268	1184	561	967	962	789	1158	942	1295
NM_001178824.3	332	396	226	1125	976	544	1545	1185	1137	2194	1846	2769
NM_001178826.1	148	151	89	339	254	140	271	226	131	857	706	1025
NM_001178827.1	178	252	137	356	304	142	288	228	213	394	421	523
NM_001178828.3	1678	2142	1246	2542	2206	1275	2185	1622	1576	2681	2442	3478
NM_001178830.1	964	1205	582	1393	1080	573	731	613	586	1116	968	1425
NM_001178831.1	99	136	84	131	104	74	93	81	72	124	87	139
NM_001178832.3	621	715	393	769	712	379	643	508	442	826	743	1013
NM_001178833.1	217	241	121	249	228	94	147	125	144	221	209	258
NM_001178834.3	54	108	55	128	99	42	67	70	52	100	71	152
NM_001178835.1	99	133	66	97	107	60	99	72	65	105	74	110
NM_001178836.3	0	0	0	0	0	0	0	0	0	0	0	0
NM_001178837.1	1451	1946	985	2094	1697	898	1703	1243	1174	1763	1499	2246
NM_001178838.1	0	0	1	2	7	2	3	3	0	3	2	2
NM_001178839.3	452	667	281	754	712	315	532	428	467	895	793	1132
NM_001178840.1	156	181	115	190	173	100	191	146	138	193	190	242
NM_001178841.1	5746	6743	3672	6374	5622	2979	5036	3622	3677	5416	4572	6678
NM_001178842.3	11918	14182	7838	15047	13328	7464	11108	8536	7707	11506	10770	15083
NM_001178844.1	198	293	171	408	329	163	333	240	196	468	393	562
NM_001178845.1	22	26	9	41	22	16	24	17	20	61	39	55
NM_001178846.3	7887	9989	5414	12543	10477	6233	10025	7779	6714	11687	10482	15869
NM_001178847.1	1184	1323	716	1801	1513	810	1512	1207	1182	2174	1786	2725
NM_001178848.1	7	9	3	7	5	1	1	3	5	11	5	6
NM_001178849.3	33334	37955	18513	35211	32311	15961	27183	20653	21328	27498	25387	36010
NM_001178850.1	0	0	0	1	0	0	0	0	0	0	0	0
NM_001178851.1	714	835	427	933	851	511	843	712	651	1172	1041	1593
NM_001178852.3	3513	4084	1819	4696	3844	2043	2968	2348	2403	4430	3667	5493
NM_001178853.1	568	664	355	847	694	394	665	464	565	933	761	1154
NM_001178854.1	31	39	18	84	60	27	49	53	36	116	88	136
NM_001178855.3	5999	7656	4073	8822	7884	4207	7024	5613	5299	8173	7335	11093
NM_001178856.1	48	41	36	70	50	25	61	48	45	75	57	105
NM_001178857.1	2840	3546	1978	3217	2876	1589	2288	2091	1851	2752	2472	3699
NM_001178858.3	481	605	276	511	414	277	482	390	307	564	452	651
NM_001178859.1	452	532	261	645	547	313	460	372	386	754	624	906
NM_001178861.1	7160	8098	4526	7802	7112	4226	6953	5385	5675	8636	7414	10974
NM_001178862.3	1912	2284	1284	2410	2082	1180	1857	1476	1471	2157	1918	2868
NM_001178863.1	236	273	142	307	313	140	306	198	172	334	306	343
NM_001178864.1	0	0	0	0	2	0	5	3	2	3	5	0
NM_001178865.3	525	742	306	690	637	339	508	392	367	651	592	791
NM_001178866.1	3183	3867	2320	4443	3529	2157	3269	2557	2405	3872	3449	4974
NM_001178867.1	402	473	280	458	471	237	468	414	370	558	509	684
NM_001178868.3	350	373	258	394	344	177	372	266	262	341	297	437
NM_001178869.1	26276	31533	15246	32219	27146	14416	21681	17602	16365	25489	21930	31803
NM_001178870.1	2461	2935	1704	3004	2589	1435	2504	1852	1771	2420	2198	3250
NM_001178871.3	413	459	243	669	552	335	600	486	431	911	736	1096
NM_001178872.1	7	10	10	14	13	5	14	11	14	10	15	22
NM_001178873.1	1458	1810	1110	2324	2130	1287	2275	1796	1738	3183	2930	4296
NM_001178875.1	1755	2051	1216	3189	2904	1892	2727	2320	2050	5582	5065	6680
NM_001178876.1	371	522	252	511	476	244	411	323	276	497	419	598
NM_001178877.3	142	193	120	259	219	138	205	148	132	276	244	321
NM_001178878.1	1295	1641	886	2167	1800	1017	1946	1488	1395	2552	2454	3372
NM_001178879.1	137	146	91	163	159	91	159	116	98	222	194	276
NM_001178880.3	4476	4965	2588	6061	4647	2655	4303	3565	3041	5503	5613	7350
NM_001178881.2	366	483	263	531	398	226	443	331	368	597	556	736
NM_001178882.1	3	2	3	3	6	6	14	8	5	13	16	9
NM_001178884.1	0	1	0	0	0	1	1	0	1	0	1	1
NM_001178885.1	18	18	17	30	20	22	30	24	14	58	49	65
NM_001178886.1	7407	8734	4721	8087	6974	3740	5831	4374	4169	5003	4544	6287
NM_001178887.1	14	15	11	19	17	4	22	15	8	7	13	16
NM_001178888.1	4	4	3	6	3	1	2	1	4	7	9	11
NM_001178890.1	0	2	1	2	1	0	2	2	0	2	3	1
NM_001178891.1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001178892.1	1097	1501	778	2058	1595	916	1682	1299	1128	1939	1780	2655
NM_001178893.3	1204	1536	722	1626	1333	644	909	687	618	1164	1008	1266
NM_001178894.1	5162	6490	3402	7793	6837	3724	6367	4845	4699	8747	7189	11026
NM_001178895.1	921	1124	690	1757	1414	848	1164	908	936	1819	1537	2183
NM_001178896.3	249	296	181	361	330	205	360	278	255	424	386	539
NM_001178897.1	3880	4670	2451	4688	4248	2127	3954	2822	2913	4315	3963	5217
NM_001178898.1	123	147	81	146	119	63	105	94	64	113	102	148
NM_001178899.1	965	1091	530	961	817	407	649	466	479	771	651	942
NM_001178900.1	5773	6791	4043	6526	6144	3195	5468	4266	4283	6102	5414	7283
NM_001178901.3	246	314	192	424	391	217	349	257	247	516	392	585
NM_001178902.1	2158	2323	1598	611	427	325	426	320	308	164	126	226
NM_001178903.1	1586	2092	1153	2729	2312	1247	2126	1615	1458	2984	2520	3429
NM_001178904.3	396	454	255	690	497	280	520	376	375	700	570	935
NM_001178905.1	295	407	231	375	304	192	259	235	216	307	281	386
NM_001178906.3	48	52	29	107	61	43	70	65	57	133	115	167
NM_001178907.1	509	637	394	825	728	384	627	486	448	873	807	992
NM_001178908.1	584	704	390	900	826	394	715	621	606	1038	813	1196
NM_001178909.3	160	158	74	150	132	76	131	104	122	226	178	195
NM_001178910.1	470	536	348	787	730	359	636	511	509	990	858	1228
NM_001178911.3	322	360	196	440	377	246	362	237	246	529	405	606
NM_001178912.1	3046	3737	2196	5513	4923	2642	4675	3504	3339	6462	5730	8086
NM_001178913.1	522	697	313	868	697	351	613	440	474	989	787	1201
NM_001178914.3	4189	4961	2635	5495	4920	2628	4083	3070	3116	4939	4344	6176
NM_001178915.1	32	32	24	56	47	24	50	40	25	65	63	62
NM_001178916.1	9336	11744	5445	11766	9480	5389	7971	6035	5873	9284	7740	12055
NM_001178917.3	2195	2633	1383	4239	3512	2114	3284	2556	2279	4719	4220	5909
NM_001178918.1	1368	1669	776	2192	1798	915	1402	1073	999	1902	1611	2373
NM_001178919.1	147	153	75	132	148	66	143	102	118	110	102	120
NM_001178920.3	351	404	204	495	391	225	305	239	227	473	411	559
NM_001178921.1	816	1019	572	1215	1016	530	654	511	450	995	948	1256
NM_001178922.1	1473	1808	1012	1961	1724	971	1449	1102	1019	1885	1548	2304
NM_001178923.3	537	617	271	647	566	335	493	407	364	672	526	834
NM_001178924.1	123	207	101	191	141	120	144	116	115	211	152	233
NM_001178925.1	291	262	155	339	286	156	230	234	176	339	260	355
NM_001178926.3	253	278	158	329	265	172	243	217	172	394	361	474
