name	wt_ribo_YPD1_cds_rpkm	wt_ribo_YPD2_cds_rpkm	wt_ribo_YPD3_cds_rpkm	ncs2d_ribo_YPD1_cds_rpkm	ncs2d_ribo_YPD2_cds_rpkm	ncs2d_ribo_YPD3_cds_rpkm	elp6d_ribo_YPD1_cds_rpkm	elp6d_ribo_YPD2_cds_rpkm	elp6d_ribo_YPD3_cds_rpkm	ncs2d_elp6d_ribo_YPD1_cds_rpkm	ncs2d_elp6d_ribo_YPD2_cds_rpkm	ncs2d_elp6d_ribo_YPD3_cds_rpkm
NM_001183674.3	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.06	0.0	0.09
NM_001183675.2	9.08	16.52	9.45	11.91	11.03	4.31	8.83	7.5	13.22	15.21	10.46	25.97
NM_001183676.3	37.09	57.83	35.9	59.38	49.48	16.2	30.65	29.4	43.58	47.68	36.9	95.02
NM_001183677.1	4.02	7.56	3.71	4.98	5.44	1.76	3.52	3.54	5.49	4.95	4.17	8.18
NM_001183678.3	118.16	175.13	100.41	181.66	172.92	67.87	116.0	104.63	172.11	232.26	168.78	433.77
NM_001183679.1	49.12	84.6	44.35	69.17	71.13	28.0	54.24	46.2	80.81	77.35	55.08	161.31
NM_001183680.3	120.76	198.64	112.93	163.71	163.38	58.7	109.35	93.83	169.55	174.96	127.65	330.84
NM_001183681.1	15.75	31.17	19.19	23.91	24.32	8.01	17.87	14.31	23.53	23.0	17.07	45.46
NM_001183683.3	33.3	57.56	29.42	46.76	43.56	16.3	30.21	27.2	44.54	47.82	35.78	93.77
NM_001183684.1	62.46	118.28	75.09	68.65	71.36	25.07	50.28	40.96	64.36	53.42	42.35	103.74
NM_001183685.3	4.35	5.91	4.2	4.37	3.76	2.3	3.04	3.05	5.34	4.7	4.03	8.39
NM_001183686.1	19.67	31.6	21.06	20.65	20.69	8.25	15.09	13.02	21.12	20.44	14.64	43.11
NM_001183687.3	0.12	0.0	0.0	0.0	0.0	0.0	0.1	0.11	0.0	0.0	0.1	0.0
NM_001183688.1	3.6	5.14	2.89	4.38	3.79	1.42	2.11	2.79	3.89	3.47	2.42	6.74
NM_001183689.3	150.78	243.59	137.15	190.11	187.02	70.13	137.83	111.64	194.64	174.68	129.94	363.64
NM_001183690.1	115.1	177.47	96.12	115.99	119.75	46.51	84.71	76.06	136.05	134.26	89.5	248.31
NM_001183691.3	69.67	112.94	62.2	86.35	89.21	34.16	56.52	53.9	94.95	86.93	59.01	159.06
NM_001183692.1	10.64	17.69	6.75	15.22	15.23	4.05	8.57	8.09	11.89	15.91	11.14	31.86
NM_001183693.3	8.69	16.56	10.56	8.83	9.03	3.3	7.91	5.81	10.08	8.75	6.02	15.33
NM_001183694.1	6.08	11.12	4.88	7.45	8.06	2.52	5.66	6.0	9.85	8.09	5.35	16.09
NM_001183695.3	394.1	632.89	313.96	443.76	422.47	152.43	238.76	216.3	375.34	367.08	256.91	702.19
NM_001183697.1	14.13	20.53	10.57	15.89	16.29	6.82	13.69	13.17	20.33	19.84	14.21	36.79
NM_001183698.3	8.44	11.46	7.32	9.49	9.64	3.76	5.9	5.39	9.18	9.76	7.58	20.8
NM_001183699.1	23.39	44.04	25.49	30.09	29.22	11.19	22.92	19.62	34.2	31.29	22.83	62.32
NM_001183700.3	45.69	72.92	39.28	56.37	51.7	20.79	33.14	27.81	50.28	50.19	37.39	99.61
NM_001183702.1	50.05	84.15	48.44	57.15	58.9	20.31	37.72	29.6	53.03	53.13	38.43	96.66
NM_001183703.3	5.54	9.48	4.87	6.92	6.61	2.88	4.62	4.38	7.14	7.37	5.46	14.53
NM_001183704.1	226.08	338.31	213.17	286.42	289.65	108.36	183.96	152.43	243.48	284.88	214.01	550.48
NM_001183705.3	91.0	143.26	75.83	122.59	125.05	49.33	76.42	73.34	111.54	129.7	105.0	256.56
NM_001183706.1	21.21	38.62	20.2	24.29	25.72	9.1	11.89	9.47	17.04	18.74	14.37	31.11
NM_001183707.3	20.91	35.42	17.34	27.61	29.61	11.25	18.49	17.44	27.25	34.92	21.63	77.31
NM_001183708.1	4.0	6.08	4.08	5.08	4.9	1.98	4.16	4.13	5.59	7.48	5.91	13.48
NM_001183709.3	12.55	21.09	10.57	14.12	12.89	5.47	9.04	7.53	12.81	13.99	8.47	26.58
NM_001183710.1	7.56	11.59	6.3	8.15	7.88	3.02	6.01	4.82	8.45	7.89	5.76	16.93
NM_001183711.3	6.82	12.01	6.65	10.37	10.58	3.34	6.67	5.9	7.09	10.28	8.29	17.7
NM_001183712.1	2518.99	3969.75	2006.38	2641.37	2751.84	932.8	1782.13	1476.58	2686.19	2273.67	1671.8	4430.35
NM_001183713.1	114.69	186.96	96.86	124.98	119.11	41.83	70.71	56.03	100.8	96.52	77.27	188.79
NM_001183714.3	7.61	14.35	9.02	8.46	8.29	2.79	6.84	4.11	6.22	7.31	6.15	15.41
NM_001183715.1	2.92	5.38	2.89	3.75	4.57	1.48	3.18	2.72	3.8	3.94	2.78	7.99
NM_001183716.4	27.12	40.28	21.67	29.81	30.3	11.63	17.37	13.95	24.11	26.74	20.95	46.62
NM_001183717.1	0.3	0.15	0.05	0.1	0.04	0.03	0.21	0.0	0.24	0.14	0.03	0.06
NM_001183718.1	8.97	15.34	7.63	9.11	9.78	3.86	6.74	6.29	11.85	9.64	7.15	19.72
NM_001183720.3	17.31	25.32	14.49	17.68	18.15	8.19	17.45	14.12	24.59	22.32	17.53	43.86
NM_001183721.1	23.24	36.99	42.78	24.32	28.14	13.1	34.79	42.36	65.4	48.13	32.34	80.34
NM_001183722.3	24.61	30.78	23.01	24.75	26.23	11.92	20.83	16.47	29.61	28.31	19.23	53.81
NM_001183723.3	14.89	28.31	15.08	18.65	16.44	6.48	10.59	7.83	15.66	16.93	13.32	31.99
NM_001183724.1	11.68	16.32	10.46	13.91	12.96	5.37	9.64	7.42	14.51	14.55	10.72	27.32
NM_001183725.1	4.78	8.59	7.1	6.25	6.14	1.74	4.91	3.45	6.01	5.3	3.54	9.87
NM_001183726.4	8.27	11.57	6.56	7.28	4.95	2.49	3.74	3.17	4.37	1.68	1.16	2.86
NM_001183727.1	12.42	19.64	13.04	13.05	13.18	4.98	9.85	9.06	14.17	14.54	10.49	26.31
NM_001183728.3	10.61	15.43	7.63	13.34	11.39	3.79	7.29	6.17	10.3	11.95	7.78	24.64
NM_001183730.1	301.3	491.32	253.32	315.31	317.98	116.29	211.76	175.62	331.07	300.53	218.25	580.46
NM_001183731.3	42.21	66.82	36.1	53.31	52.73	18.58	40.74	35.2	57.45	56.14	41.4	117.38
NM_001183732.1	3541.76	5444.62	2547.44	3281.87	3423.14	1056.43	2136.09	1856.19	3282.99	2735.7	1999.15	5303.35
NM_001183733.3	0.68	1.15	0.35	1.24	0.63	0.44	0.7	0.55	1.02	1.09	0.84	3.38
NM_001183735.1	43.84	71.92	38.36	38.14	40.44	13.78	26.48	21.19	41.73	18.24	10.97	32.36
NM_001183736.3	33.67	52.42	26.38	33.36	31.94	12.48	29.07	25.99	43.2	37.65	30.77	81.81
NM_001183737.3	70.04	117.55	65.22	92.31	86.71	34.17	72.91	60.78	103.3	120.84	85.58	233.64
NM_001183739.1	9.94	16.31	10.24	12.58	15.07	5.04	12.05	8.54	13.64	12.89	9.18	24.96
NM_001183740.3	18.83	35.08	20.94	23.04	22.54	9.21	17.38	16.0	21.66	20.12	16.29	44.58
NM_001183741.1	18.12	31.65	16.17	20.4	20.58	8.45	16.05	12.72	20.97	20.83	15.61	40.53
NM_001183742.3	10.17	16.54	9.23	12.33	11.52	5.19	8.98	7.07	13.33	12.7	9.38	25.08
NM_001183743.1	208.0	326.12	167.39	287.7	283.72	103.71	204.17	170.35	301.71	306.43	223.39	592.44
NM_001183744.3	6.05	10.07	5.99	6.63	6.32	2.33	4.05	3.18	7.71	6.62	5.16	13.99
NM_001183746.1	40.36	74.26	35.73	54.84	48.78	20.22	31.8	26.51	48.49	46.36	34.51	100.89
NM_001183747.3	111.41	197.31	110.93	173.92	159.62	59.26	90.24	87.18	140.1	146.64	109.7	299.54
NM_001183748.1	0.27	0.55	0.19	0.47	0.36	0.13	0.34	0.24	0.35	0.38	0.27	1.09
NM_001183749.3	11.4	19.03	8.11	14.92	13.74	5.4	10.08	9.71	15.86	17.23	11.39	31.09
NM_001183750.1	5.57	8.83	5.16	6.53	6.99	2.31	4.54	4.65	7.96	8.47	6.86	16.29
NM_001183752.3	558.86	878.07	450.72	758.14	705.37	254.92	410.18	354.83	630.73	657.99	497.41	1328.83
NM_001183754.1	3.4	6.19	3.03	4.09	3.67	1.49	3.14	2.69	3.84	3.6	2.08	6.26
NM_001183755.3	307.84	500.81	255.39	419.96	396.12	150.87	251.26	210.85	378.41	379.12	278.36	769.09
NM_001183756.1	11.74	18.89	11.07	12.89	11.98	4.8	8.78	7.12	11.64	10.82	7.62	21.43
NM_001183757.3	6.01	8.63	5.92	6.69	6.59	2.45	4.86	4.4	7.17	6.66	4.55	11.36
NM_001183758.1	0.73	1.39	0.72	0.47	0.83	0.14	0.38	0.52	0.55	0.28	0.47	0.88
NM_001183759.3	0.53	1.1	1.0	0.93	0.64	0.37	1.16	1.03	1.37	0.5	0.68	1.91
NM_001183760.1	96.35	146.82	92.4	106.18	105.44	40.29	82.62	67.57	127.51	108.46	78.76	213.25
NM_001183761.3	108.3	161.49	96.24	110.99	111.25	42.74	83.46	68.99	127.57	105.09	74.56	202.3
NM_001183762.1	24.82	36.74	24.11	24.72	28.81	11.25	19.65	16.32	30.57	29.35	17.72	53.19
NM_001183764.3	38.65	60.92	31.29	20.72	17.14	6.38	8.33	8.42	13.83	6.01	4.53	12.12
NM_001183766.1	6.54	13.6	7.17	7.72	6.94	2.93	5.95	4.01	7.52	6.51	4.94	13.6
NM_001183767.3	10.92	18.36	10.15	15.2	16.98	5.79	11.5	10.09	16.89	21.24	14.88	38.86
NM_001183768.1	0.12	0.11	0.31	0.25	0.14	0.02	0.09	0.18	0.09	0.74	0.51	1.44
NM_001183769.3	2.66	3.92	2.34	3.05	3.17	1.29	2.65	2.46	3.9	3.4	2.48	7.25
NM_001183770.1	3.02	4.02	2.88	4.04	3.32	1.32	3.03	2.15	3.42	3.94	2.97	7.38
NM_001183771.3	0.04	0.0	0.0	0.0	0.0	0.03	0.09	0.0	0.0	0.07	0.03	0.05
NM_001183772.1	13.6	21.5	11.23	16.58	15.93	5.18	10.45	8.48	15.61	15.65	12.18	33.33
NM_001183773.3	7.67	12.54	5.87	9.72	10.31	3.79	5.95	5.41	8.79	9.76	6.55	20.05
NM_001183774.1	12.7	22.46	12.21	15.99	14.53	6.4	12.0	10.47	17.82	17.48	11.25	33.63
NM_001183775.3	46.45	75.69	39.95	51.98	49.69	18.34	37.23	30.41	59.32	51.26	34.64	98.61
NM_001183776.1	16.97	30.79	16.44	27.02	26.94	8.92	19.81	17.27	29.32	34.39	24.04	69.92
NM_001183777.3	48.37	84.61	49.35	70.29	76.9	27.64	49.5	41.69	66.09	84.29	58.95	149.07
NM_001183778.1	5.99	8.87	4.12	7.13	6.85	3.39	3.85	2.95	6.24	6.31	5.83	14.37
NM_001183779.3	19.03	31.01	14.1	17.75	18.35	7.03	12.09	11.93	22.23	17.66	12.48	31.95
NM_001183780.1	15.98	28.62	16.28	20.03	20.65	7.47	17.79	15.24	24.67	24.87	17.33	51.06
NM_001183781.3	233.97	364.46	187.34	245.92	226.13	87.99	155.88	128.98	243.34	204.48	149.69	439.04
NM_001183782.1	126.47	208.13	118.79	236.99	231.83	94.11	165.62	145.36	264.64	346.62	245.5	659.55
NM_001183783.3	2.29	3.61	1.91	2.65	3.23	1.2	2.18	2.16	3.32	3.11	2.1	7.71
NM_001183785.1	0.26	0.07	0.17	0.2	0.23	0.13	0.22	0.16	0.63	0.3	0.42	1.21
NM_001183787.3	32.58	51.36	28.88	50.84	51.7	19.45	35.14	32.2	51.7	67.78	52.42	140.16
NM_001183788.1	4.27	8.12	5.86	6.2	7.29	2.58	5.18	4.34	8.21	7.45	5.48	16.58
NM_001183789.3	3615.9	5511.19	2970.52	3821.28	3772.99	1395.45	2336.13	2063.49	3754.2	2920.4	2267.27	6040.73
NM_001183790.1	23.83	43.35	26.32	39.01	36.5	15.02	31.17	25.88	43.1	49.84	37.35	94.22
NM_001183791.3	5.92	9.74	6.02	6.88	7.4	2.98	5.84	4.69	9.17	7.49	5.4	13.37
NM_001183792.1	15.85	29.89	15.4	20.6	19.02	7.34	13.28	12.98	19.82	22.14	14.5	42.54
NM_001183793.3	10.8	19.85	8.53	14.03	13.47	5.77	8.77	6.89	13.63	14.86	10.1	29.44
NM_001183794.1	40.0	72.15	31.91	113.71	124.98	45.04	84.6	75.68	127.52	337.07	255.62	692.07
NM_001183795.3	221.78	338.39	205.91	207.43	217.25	86.65	183.64	166.66	300.49	248.75	171.12	486.55
NM_001183797.3	15.73	25.95	13.95	13.89	14.85	5.16	9.2	8.01	13.97	8.44	4.65	14.05
NM_001183798.1	1.05	2.58	1.65	1.9	1.86	0.86	1.45	1.05	1.81	1.7	1.01	2.05
NM_001183800.3	1.49	2.49	1.47	1.48	1.46	0.62	0.96	1.02	2.36	1.57	1.22	3.68
NM_001183801.1	0.97	0.96	0.52	0.67	0.69	0.16	0.18	0.34	0.33	0.34	0.27	0.69
NM_001183802.1	815.81	804.61	422.63	742.66	647.63	244.09	391.14	400.01	564.27	818.71	745.19	1493.11
NM_001183803.3	996.93	962.83	435.03	615.56	505.5	208.91	306.65	288.72	347.23	436.74	391.18	799.71
NM_001183804.1	6.03	6.05	3.39	6.53	5.69	1.8	3.92	3.76	3.57	4.92	4.83	9.08
NM_001183805.3	9.53	13.99	9.57	10.21	13.88	5.14	9.54	6.69	10.55	15.21	11.59	29.12
NM_001183806.1	4.13	6.68	4.95	5.14	5.25	1.88	4.03	3.78	5.08	5.58	4.0	11.46
NM_001183807.3	0.08	0.32	0.11	0.22	0.33	0.06	0.0	0.15	0.0	0.24	0.13	0.37
NM_001183808.1	0.14	0.37	0.13	0.5	0.19	0.23	0.18	0.25	0.38	0.63	0.72	1.28
NM_001183809.3	1.95	3.69	2.82	1.84	1.28	1.0	1.48	1.2	2.26	1.8	1.28	3.94
NM_001183810.1	11.93	22.71	11.08	13.21	13.69	4.47	9.97	8.3	12.74	11.63	8.46	23.22
NM_001183811.3	0.07	0.09	0.2	0.06	0.29	0.0	0.0	0.19	0.24	0.07	0.12	0.55
NM_001183813.1	0.29	0.21	0.28	0.18	0.08	0.23	0.38	0.29	0.33	0.7	1.02	1.17
NM_001183814.3	0.0	0.0	0.0	0.0	0.1	0.07	0.08	0.09	0.16	0.1	0.08	0.15
NM_001183815.1	19.13	27.81	15.46	17.99	17.81	5.94	13.68	10.33	16.77	16.81	13.5	32.14
NM_001183816.1	10.85	16.17	8.84	10.62	11.23	4.9	9.31	7.02	13.64	13.21	10.71	31.21
NM_001183817.1	4.35	8.25	4.44	7.02	6.37	2.44	5.44	4.58	7.74	8.8	6.53	15.48
NM_001183818.1	193.73	329.4	160.84	360.01	354.31	126.37	210.35	188.67	314.96	462.42	338.6	930.13
NM_001183819.1	1.44	2.48	1.45	2.96	2.0	0.77	1.52	1.37	3.15	2.22	1.96	4.18
NM_001183820.1	12.44	20.73	12.9	14.97	13.6	5.34	11.16	9.77	16.66	12.98	11.19	28.59
NM_001183821.1	6.0	11.93	5.88	7.86	8.07	3.03	6.36	4.77	8.18	9.06	5.97	19.04
NM_001183822.1	2.19	3.09	2.03	2.41	2.85	0.91	2.2	1.4	2.38	2.77	2.21	6.62
NM_001183823.1	33.71	56.6	32.8	45.95	43.76	17.24	30.19	26.99	44.99	51.94	36.09	96.28
NM_001183824.1	164.21	270.03	152.45	204.12	216.93	70.89	158.9	138.63	235.43	255.65	188.81	490.88
NM_001183825.1	7.72	12.41	9.38	11.26	10.03	4.38	6.79	5.87	12.19	11.5	9.2	22.63
NM_001183826.1	53.39	84.85	47.67	72.33	69.66	26.94	57.03	48.39	83.18	93.3	66.7	186.55
NM_001183827.1	38.16	67.44	37.31	66.14	54.83	21.41	36.8	32.91	55.0	61.48	50.05	119.2
NM_001183828.1	8.16	11.19	5.59	8.35	8.82	3.62	5.55	4.97	9.07	7.11	5.79	16.0
NM_001183829.1	16.92	22.57	12.21	19.54	20.75	7.73	16.27	14.24	25.24	24.84	19.32	52.92
NM_001183830.2	13.6	27.05	12.28	12.32	10.7	4.38	7.84	6.73	12.82	12.5	7.29	23.58
NM_001183831.1	0.43	1.22	0.53	1.17	1.08	0.35	1.1	1.05	0.99	1.72	1.16	2.55
NM_001183832.1	8.37	10.91	7.57	7.93	7.12	2.02	4.86	4.57	8.34	5.49	5.01	11.65
NM_001183833.1	144.87	236.61	133.89	104.57	89.06	14.51	68.86	58.72	59.99	15.14	11.81	28.71
NM_001183834.1	7.21	10.15	7.78	8.4	7.98	3.25	6.45	6.07	9.23	10.76	7.61	20.7
NM_001183835.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14
NM_001183836.1	3.71	6.4	3.31	5.44	5.29	2.23	4.02	3.34	5.48	5.45	4.18	12.86
NM_001183837.1	22.37	34.99	18.05	26.98	26.68	10.51	21.83	18.24	32.67	29.99	20.76	54.18
NM_001183838.1	5.51	7.79	5.78	6.09	6.45	2.5	5.21	5.23	7.65	9.2	6.37	16.69
NM_001183840.1	6.49	9.57	5.79	6.54	6.49	2.71	6.65	4.67	9.01	6.52	6.26	13.22
NM_001183841.1	0.07	0.09	0.09	0.06	0.21	0.15	0.0	0.06	0.34	0.34	0.4	0.85
NM_001183842.1	337.85	554.91	282.14	432.03	397.86	159.32	285.09	251.55	430.65	442.51	316.85	911.93
NM_001183843.1	4.53	5.96	3.56	5.32	4.95	2.21	3.31	3.4	6.29	6.52	3.71	9.71
NM_001183844.1	22.8	41.96	24.5	30.94	29.04	10.39	20.42	17.3	29.3	29.6	20.72	51.39
NM_001183845.1	31.46	52.94	30.26	37.24	38.79	16.36	30.35	29.18	48.47	50.22	36.23	107.13
NM_001183846.1	32.49	54.96	27.11	32.53	33.78	12.64	27.87	26.76	41.38	39.42	25.4	76.5
NM_001183847.1	0.0	0.08	0.17	0.05	0.12	0.0	0.0	0.16	0.3	0.18	0.35	0.28
NM_001183848.1	1.11	2.61	1.76	1.68	1.51	0.7	2.29	1.95	3.1	3.17	2.58	3.79
NM_001183850.1	111.91	191.23	89.42	151.66	125.87	42.91	82.06	68.9	102.37	91.76	77.58	205.79
NM_001183851.1	1370.04	1941.46	1103.2	1201.98	1258.78	493.84	875.45	821.74	1548.59	1224.89	912.54	2354.88
NM_001183852.1	14.4	24.31	15.42	13.54	15.16	5.76	6.67	7.59	12.74	13.71	10.4	24.79
NM_001183853.1	6.73	10.17	6.06	6.39	5.34	2.53	4.66	4.12	9.02	7.36	4.73	12.72
NM_001183854.1	3.13	5.49	3.33	3.38	3.54	1.33	2.58	2.31	3.95	4.35	2.48	7.91
NM_001183855.1	7.9	10.77	4.98	8.01	8.23	2.13	6.5	4.56	9.6	9.94	6.66	17.82
NM_001183856.1	4.82	8.19	4.29	4.74	5.24	2.12	3.82	3.18	5.91	6.76	4.8	12.44
NM_001183857.1	59.68	101.7	52.28	71.76	68.01	27.34	40.32	34.85	66.2	60.21	45.03	105.93
NM_001183859.1	6.04	9.23	5.27	7.63	6.83	2.8	5.31	4.29	8.72	6.78	5.08	15.43
NM_001183860.1	18.44	29.37	14.93	14.94	21.11	8.08	11.62	9.22	11.65	20.38	13.02	31.5
NM_001183861.1	15.0	19.24	12.19	16.86	17.2	5.57	10.77	11.15	16.71	15.47	9.01	28.68
NM_001183862.1	308.29	462.87	235.49	332.94	309.37	131.22	207.24	185.69	358.31	312.97	228.78	650.42
NM_001183863.1	39.57	62.38	30.19	44.03	41.33	15.57	24.64	24.37	41.18	42.16	27.19	81.06
NM_001183864.1	54.32	80.1	47.67	59.59	63.37	23.03	48.35	43.78	74.8	70.51	52.19	141.33
NM_001183865.1	9.76	18.31	11.06	16.22	13.79	5.51	8.71	7.84	12.63	14.76	10.5	29.11
NM_001183866.4	4.37	7.22	3.71	7.62	7.07	2.34	4.13	2.95	5.24	6.73	4.66	11.18
NM_001183867.1	32.93	58.97	33.49	51.71	50.58	20.23	31.53	25.56	41.65	50.2	39.09	105.23
NM_001183868.1	0.87	1.89	0.78	0.46	0.47	0.37	0.68	0.67	1.13	1.44	1.31	2.72
NM_001183869.1	19.5	36.22	17.58	23.16	25.3	8.46	14.06	13.19	22.64	22.46	16.34	44.52
NM_001183870.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NM_001183871.1	14.94	25.63	15.96	13.47	11.17	5.69	11.91	10.2	16.89	13.07	9.43	23.66
NM_001183872.1	12.72	18.07	10.08	18.11	15.04	7.84	8.81	7.4	11.58	8.46	6.36	20.05
NM_001183873.1	88.71	145.98	80.4	119.28	128.27	51.34	84.13	73.68	120.31	137.09	104.56	283.93
NM_001183874.1	3.41	4.65	2.85	2.54	3.11	0.94	2.16	2.24	3.78	3.99	2.39	7.35
NM_001183875.1	1164.45	1867.58	955.98	1502.04	1512.81	537.5	936.86	806.27	1461.13	1428.51	1060.44	2917.98
NM_001183877.1	79.04	134.0	72.08	86.81	79.28	32.69	54.88	48.81	85.66	90.78	64.48	172.39
NM_001183878.1	9.14	15.1	9.01	10.42	10.6	4.11	6.84	5.95	9.63	10.98	7.56	19.45
NM_001183879.1	15.33	26.34	14.77	16.26	17.98	6.28	16.02	13.56	21.26	22.54	16.17	35.93
NM_001183880.1	5.66	8.31	4.19	5.26	4.92	2.02	3.82	3.57	5.96	6.68	3.31	11.4
NM_001183881.1	17.21	29.52	17.16	17.2	14.39	7.66	13.67	11.46	23.45	16.79	13.45	32.21
NM_001183882.1	11.65	18.5	11.17	11.37	12.85	5.3	8.09	7.89	13.06	12.68	8.76	22.28
NM_001183883.1	10.48	16.18	9.35	11.18	12.17	3.75	8.54	7.7	13.57	11.94	9.62	25.04
NM_001183884.1	10.04	13.48	9.13	12.55	11.86	4.26	8.19	6.7	11.71	14.58	9.85	25.94
NM_001183885.1	6.36	13.87	6.7	10.78	10.28	3.41	6.8	6.72	11.5	9.28	8.57	14.66
NM_001183886.1	1.91	3.51	2.13	1.87	1.62	0.91	1.36	1.21	1.99	1.85	1.68	3.96
NM_001183888.1	7.77	12.73	5.7	9.81	10.29	3.31	6.5	5.39	8.12	11.03	6.55	19.95
NM_001183889.1	3.75	8.38	3.35	4.29	3.86	1.59	3.26	2.97	4.56	3.72	2.89	7.53
NM_001183890.1	5.61	9.45	4.94	6.61	5.55	1.96	3.71	3.57	6.16	3.74	2.95	9.09
NM_001183891.1	6.11	9.69	5.51	7.5	7.91	2.91	4.44	4.93	6.87	10.88	6.1	16.54
NM_001183892.1	104.51	184.72	92.34	134.07	143.23	50.74	92.24	75.02	133.02	158.46	105.29	301.28
NM_001183893.1	3008.37	4372.09	2383.22	2798.69	2992.99	1073.76	1913.78	1680.01	3147.58	2571.34	1857.51	5027.44
NM_001183895.1	877.38	1385.21	673.73	840.86	797.49	225.0	443.64	368.05	653.62	521.94	364.94	983.78
NM_001183896.1	9.9	15.72	8.74	10.47	9.81	4.16	8.44	7.03	13.54	11.32	7.76	23.94
NM_001183897.1	10.22	15.09	8.53	8.86	9.69	4.0	7.37	6.46	10.65	9.18	6.56	16.24
NM_001183898.1	21.96	37.09	20.77	21.07	18.89	7.32	14.92	12.03	22.87	19.2	11.83	38.68
NM_001183899.1	35.52	60.1	25.44	42.35	34.35	15.07	25.07	24.33	39.41	40.59	26.12	83.69
NM_001183900.1	45.26	73.97	44.43	72.85	71.58	28.86	49.35	39.54	70.4	78.7	56.93	154.63
NM_001183901.1	25.13	33.51	20.38	25.06	24.42	11.05	20.8	18.66	29.22	28.37	21.2	57.93
NM_001183902.1	1.91	2.54	1.67	3.13	1.65	0.97	2.67	1.87	4.1	6.05	4.39	10.8
NM_001183903.1	4.79	8.13	4.85	6.07	5.63	2.48	4.19	3.55	7.28	8.66	5.54	13.6
NM_001183904.1	4585.58	6869.18	3536.54	4837.22	4873.22	1721.46	3008.48	2705.59	4801.99	4250.66	3152.04	8375.12
NM_001183905.1	122.59	192.57	117.83	146.18	154.6	59.1	126.24	106.15	185.58	181.51	136.42	338.6
NM_001183906.1	19.26	30.19	17.75	23.18	23.03	8.18	22.86	21.17	33.62	25.23	18.6	51.59
NM_001183907.1	76.89	121.86	72.55	84.76	85.13	34.41	65.31	55.47	99.49	87.8	62.26	174.34
NM_001183908.1	95.22	159.1	83.12	85.98	86.31	32.34	58.47	50.94	91.99	71.05	56.53	145.74
NM_001183909.1	2.99	8.2	4.92	6.0	7.55	3.02	4.99	4.29	7.33	8.2	5.32	15.44
NM_001183910.1	10.79	19.18	11.89	13.92	13.68	5.9	10.05	8.73	14.72	14.27	12.33	28.43
NM_001183911.1	7.38	11.09	5.46	7.54	7.24	3.14	6.21	4.12	7.64	7.55	5.42	13.75
NM_001183912.1	104.25	150.19	98.65	125.21	136.8	58.48	83.37	80.1	139.01	166.68	123.34	326.54
NM_001183913.1	17.92	26.58	14.79	18.64	15.16	6.91	10.49	8.62	17.81	13.46	12.8	24.46
NM_001183914.1	11.72	17.35	11.17	14.29	14.66	5.25	10.65	9.42	16.05	18.23	12.85	31.87
NM_001183915.1	24.88	41.07	25.6	34.55	33.47	13.19	21.85	20.63	35.29	38.07	25.01	68.43
NM_001183917.1	5.41	12.63	5.73	8.44	7.98	3.78	7.3	5.23	8.33	8.32	5.84	17.65
NM_001183918.1	4.45	8.73	5.68	6.1	5.78	2.45	4.48	3.09	6.94	6.07	3.87	9.64
NM_001183919.1	21.7	37.83	15.02	28.3	23.23	9.08	14.46	13.17	24.42	22.9	17.43	52.99
NM_001183920.1	949.51	1504.64	834.13	1115.05	1052.88	399.68	671.06	573.76	1005.35	925.3	673.88	1866.35
NM_001183921.1	6.13	11.48	6.38	8.5	9.07	2.58	4.86	4.3	7.23	8.56	5.42	15.63
NM_001183922.1	14.98	25.98	16.82	19.67	18.07	6.79	11.57	12.76	19.62	23.52	17.01	42.24
NM_001183923.1	2.49	3.58	2.08	2.47	2.88	0.66	1.91	1.58	2.96	2.69	1.77	5.49
NM_001183924.1	7.52	11.39	7.16	7.35	7.51	2.35	6.02	5.19	8.21	7.69	5.08	15.15
NM_001183925.1	139.0	223.15	112.1	166.72	167.22	68.0	117.77	105.33	204.82	187.26	141.0	364.6
NM_001183926.1	29.82	43.87	25.17	40.27	37.3	13.01	29.36	24.91	43.49	46.29	32.8	84.97
NM_001183927.1	2.29	4.78	2.24	3.98	3.55	1.1	3.63	3.25	5.17	7.11	4.25	14.34
NM_001183929.1	10.27	16.75	7.82	12.3	9.36	4.28	7.24	6.32	10.1	9.42	5.98	18.91
NM_001183930.1	10.08	14.79	10.01	11.34	11.71	4.07	9.51	8.74	13.2	13.28	10.63	28.92
NM_001183931.1	141.15	226.38	125.4	193.87	184.71	66.5	144.24	118.74	193.73	218.46	165.08	417.97
NM_001183932.1	31.54	53.41	30.13	47.32	46.21	16.16	29.44	23.62	39.55	48.08	32.73	89.58
NM_001183933.1	2.85	5.33	3.12	5.05	5.06	1.66	3.24	2.3	3.72	5.34	3.89	8.76
NM_001183934.1	5.97	11.14	5.89	7.85	5.36	2.54	3.73	3.37	6.31	5.59	4.32	12.64
NM_001183935.1	0.15	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NM_001183936.1	10.32	18.71	9.59	15.31	15.07	5.84	11.99	9.99	20.32	18.79	13.62	38.04
NM_001183937.1	5.77	10.58	5.88	7.05	6.52	2.07	5.19	4.86	6.95	7.26	4.49	15.69
